 13576	  1288	 10008	40.95	   159	    14	   309	 13968	  1632	  9124	25.38	   689	   127	   528	-11796	 -9388	 27096	26.18	 -6860	-25622	 -2478	
 13568	  1020	  9948	40.95	   379	   268	   447	 14236	  1092	  9088	25.38	   211	   275	   289	 -8580	-20168	 17208	26.27	 -2981	-32164	-22496	
 13316	   972	  9924	41.19	  -191	   417	   172	 13844	  1484	  8884	25.38	  -207	   619	   369	    88	-11640	  3452	26.18	 -2610	-22518	-22333	
 13132	  1180	 10384	40.91	   304	   906	   695	 13980	  1828	  9684	25.28	   437	   741	   825	 10016	 -5256	 -1164	26.04	-20278	 -5350	-17595	
 13540	  1088	 11024	41.09	   450	   794	   912	 13664	  1052	 10308	25.24	  1378	    38	   862	-32768	-32768	 32767	26.04	-32768	-32768	 32767	
  9116	 -3652	 10224	40.91	  1755	   344	   343	 16388	  3536	  8136	25.33	 -1824	  1516	  -670	 16580	 -3444	 15204	25.99	 -1184	 -3059	  2400	
 12852	   676	 10532	41.05	 -1972	  -212	  -957	 12796	  1288	  9292	25.33	  -175	   161	   229	  5688	  5960	 10800	25.85	  -159	  8723	  7314	
 12844	  1340	 10756	40.95	 -1110	   313	  -787	 13056	  1200	  9892	25.28	  -739	   119	  -406	  8540	 -1288	 23064	25.85	  4906	  1013	 14594	
 12564	   884	 11676	41.09	 -1094	  -133	  -407	 13476	  1300	 10652	25.28	  -945	  -315	  -346	 15420	-16768	  9532	25.85	  7990	-15063	 10515	
 12304	  1588	 10436	40.95	  -947	   -49	  -135	 13224	  1724	  9616	25.33	   -39	   459	   584	 15736	-12000	 -3036	25.75	 -1408	 -8567	 -6915	
 13032	   988	 11076	41.28	  -459	   503	   348	 13292	  1188	 10304	25.42	   201	   439	   661	  8772	-14296	 -4560	25.66	-20723	 11540	-15837	
 12776	  1020	 11580	41.19	   360	    92	   727	 13500	  1108	 10548	25.33	  1442	   527	   994	 17184	 -2284	 -9508	25.66	-11176	-20954	 -2427	
 15028	  3752	  9444	40.91	  -240	   826	  -293	 13608	     4	 11376	25.24	  1088	   899	   944	 13560	 -2128	 13720	25.57	 -2684	  2374	 -6702	
 12460	  1048	 10848	41.24	  -523	  -436	   187	 13248	   368	 10056	25.38	 -1278	    93	  -620	 11520	   892	 11660	25.52	    86	   976	  -230	
 12372	   852	 11416	41.24	  -879	  -195	  -561	 13080	  1148	 10432	25.28	  -708	  -277	  -302	  6564	   312	 10596	25.57	  -740	  2483	  1644	
 12140	  1072	 11032	41.05	  -762	  -424	  -420	 13128	  1016	  9996	25.33	  -501	  -102	  -185	  -772	  1148	  8768	25.47	 -3534	 16758	 11893	
 13056	   884	 11676	40.95	  -344	  -245	  -285	 12784	  1140	 10504	25.33	    49	  -823	    50	 -8192	 -9408	 14248	25.42	  1612	 28506	 26832	
 12784	  1232	 11800	41.09	  -201	 -1602	  -118	 13576	  1104	 10096	25.14	   198	 -1902	    19	-15996	-12848	 19108	25.52	 -1132	 22922	 18289	
 13172	   288	 10056	40.95	  -540	 -1855	  -385	 14056	   288	  8756	25.33	  -695	 -1046	  -575	-15944	 -4316	 14588	25.52	 -5174	 13759	  8936	
 13380	  1024	  9576	40.95	  -830	  -981	  -726	 14196	  1616	  8996	25.33	 -1019	  -421	  -648	-17316	 -4484	 10012	25.52	-10451	    71	  5796	
 12864	  1372	  9436	41.09	  -380	   106	   -24	 13952	  1404	  8816	25.28	   362	  -133	   547	-14116	   136	  9084	25.47	 -7781	 -4921	   -66	
 13960	   732	 10216	41.05	   -84	   171	   342	 13752	   704	  9120	25.33	  -379	    98	   184	-14116	  -196	  7928	25.47	  3633	 -4943	 -2457	
 13688	   212	 10100	40.91	 -1464	  -118	  -411	 14128	   180	  9056	25.33	 -1763	  -193	  -684	-13184	  -888	  9304	25.38	  4592	 -3797	 -3224	
 13784	   380	 10740	41.05	 -2151	  -479	 -1112	 14168	   820	  8796	25.28	 -2355	  -745	 -1267	-12680	 -2116	  9676	25.52	  2925	 -3132	 -4082	
 13156	   268	  9916	40.91	 -2910	  -506	 -1662	 14208	   456	  8760	25.28	 -2577	  -465	 -1317	-11248	 -3800	 11748	25.42	  1182	 -3767	 -6904	
 13636	   -60	 10140	41.05	 -2232	  -644	 -1315	 14696	   264	  9348	25.33	 -2420	  -836	 -1458	 -9956	 -3868	 12828	25.47	  3014	 -4896	 -7373	
 14076	  -268	 10520	41.24	 -2381	 -1834	 -1834	 14532	  -280	  8796	25.28	 -2589	 -2270	 -2079	 -8084	 -5420	 13324	25.42	   483	 -4463	 -6048	
 14096	 -1104	 11260	41.05	 -2993	 -4126	 -3197	 14648	  -548	  6992	25.33	 -4048	 -4020	 -4095	 -6268	 -4444	 12312	25.33	  1053	 -2456	 -4315	
 13524	  -576	  8048	41.24	 -3708	 -1291	 -4680	 13872	    72	  6164	25.19	 -3467	  -359	 -4798	 -8512	 -6820	  9592	25.28	   517	  2648	 -2905	
 17516	  3180	 10328	41.24	 -4766	 -3282	 -6629	 14292	  4372	  5196	25.19	 -4260	 -5179	 -4884	-13064	 -4320	 11052	25.38	 17544	 -1888	 -1289	
 15048	  8336	  6448	40.91	 -4430	 -2205	 -3387	 16176	  4904	  4624	25.28	 -1033	 -1819	 -1837	 -6316	 -1996	 14524	25.33	 -2850	 -1866	 -4984	
 14828	  4900	  5164	41.05	 -2657	 -2253	 -3632	 14824	  5380	  3464	25.28	 -2971	 -2097	 -3235	 -4944	 -4876	 15536	25.33	 -1433	 -2958	 -4709	
 13916	  7104	  5808	41.05	 -1982	   481	 -1689	 15092	  5380	  5184	25.38	 -1697	    98	 -1558	 -6368	 -4776	 15456	25.28	 -4365	  1829	  1648	
 14088	  4976	  6392	41.19	 -2116	    10	 -2103	 14536	  6400	  5908	25.19	 -1656	  -176	 -2556	 -5484	 -4416	 13884	25.28	  -164	 -1121	  -878	
 14676	  5748	  7108	40.86	    64	   473	  -662	 14236	  7108	  6252	25.28	   -61	  -137	  -693	 -5840	 -4880	 16216	25.28	  1505	  -176	   741	
 14136	  7028	  5532	40.95	  1536	  1127	  1621	 14288	  7112	  5556	25.28	  1601	   453	  1377	 -5612	 -3992	 15264	25.24	   530	   754	  3777	
 14676	  3828	  6940	41.05	  1211	   386	  1841	 15128	  5012	  6348	25.28	  1583	   403	   676	 -5320	 -4112	 15064	25.24	   282	  1269	   742	
 14080	  5504	  6584	41.09	   815	  -937	  -392	 14348	  6448	  6176	25.24	  1380	 -1152	  -143	 -5836	 -5696	 15084	25.14	 -1754	  -974	   746	
 14484	  5724	  5636	40.91	  1483	 -2502	   -35	 14500	  5896	  4156	25.33	   890	 -2620	   249	 -5248	 -5616	 15516	25.28	  -878	  -602	  1787	
 14296	  6708	  3708	41.05	 -1563	 -1626	  1369	 14080	  7548	  2256	25.33	 -1853	  -298	  2882	 -6820	 -2976	 15424	25.24	  4182	   826	  5917	
 14076	  5284	  3656	41.05	 -2947	  2445	  3924	 14380	  5440	  4296	25.38	 -2063	  3886	  4515	 -6848	  -996	 16244	25.19	  1935	  3917	  4575	
 16904	  3756	  7276	41.05	   700	  3131	  3575	 16420	  -468	  6120	25.28	  2494	   660	  2354	 -7432	  2620	 13564	25.24	 -1233	   290	  4079	
 15120	  1936	  7708	41.05	  2044	  -622	   927	 14528	  1640	  4980	25.28	  3194	  -774	  1482	 -8880	 -2424	 14056	25.28	 -9392	   668	 -1683	
 16380	  -424	  5736	40.95	  -300	   559	   218	 14816	  1368	  4900	25.33	  -685	   965	   292	 -8440	 -3048	 14264	25.19	 -1741	  1061	  -429	
 15244	  1428	  7300	41.38	  1176	  1672	   922	 16012	   320	  6552	25.33	  1586	   902	   311	 -5628	 -5272	 14092	25.19	  -120	 -1794	 -1290	
 14668	  2128	  7088	41.05	   488	  -441	 -1986	 14964	  5716	  6812	25.24	  2126	  -900	 -1410	 -7092	 -5224	 14448	25.19	   -12	 -1949	 -1095	
 15236	  3124	  7120	41.28	  2507	  -862	 -1199	 15268	  4576	  4988	25.33	  2747	 -1220	  -498	 -6520	 -6528	 15328	25.19	 -1495	 -1679	   472	
 15168	  3964	  5676	40.95	  2168	  -178	   454	 15884	  2208	  4656	25.33	  2122	   238	   582	 -7472	 -5056	 15508	25.28	 -1559	  -841	   201	
 15272	  2552	  5880	41.05	   306	   418	  -235	 15492	  3972	  5300	25.33	   422	    22	   -89	 -8128	 -2644	 13252	25.24	   259	   378	  2886	
 15272	  4348	  6520	41.05	  1355	    75	   415	 14968	  4416	  5440	25.24	  2245	  -340	   568	 -7376	 -5520	 14348	25.14	  -220	  -113	   651	
 15324	  3956	  6192	40.95	  2672	  -433	   172	 15992	  5024	  6044	25.33	  3707	 -1336	   490	 -6572	 -3744	 15632	25.28	  -951	 -3699	   192	
 15152	  5040	  4812	40.95	  4559	 -1637	  1479	 15976	  4392	  4488	25.24	  5330	  -750	  1882	 -6360	 -6584	 14280	25.19	 -1385	  -990	   123	
 15068	  2964	  4804	40.95	  4480	   -95	  2099	 15848	  1992	  3940	25.19	  4538	  -213	  1544	 -6492	 -4528	 14228	25.19	    50	  -857	   106	
 15064	  2500	  3732	41.05	  2555	  -973	   664	 16532	  2408	  4092	25.19	  2344	  -964	   672	 -4704	 -6716	 12680	25.28	 -2049	  -576	  -159	
 15300	  3492	  3796	41.09	  1493	 -1778	   626	 15584	  3592	  2788	25.19	  1503	 -1259	   659	 -4276	 -4728	 16948	25.19	 -1479	 -2008	  1466	
